Timestamp,What is your main discipline?,What sector do you work in?,What industry does your work related to?,What is your highest level of formal education?,How many years experience do you have working with subsurface data?,Do you think you have conceptual or other biases that impact your work?,Do you publish academic or industry literature?,Do you think there is a reproducibility problem in subsurface geoscience? Reproducibility = the ability to reproduce the results of your own or others' work.,"How much of the geoscience literature, do you think is reproducible? (0 = none, 10 = all)",Have you tried to reproduce your own results at a later date?,If yes please detail.,Have you tried to reproduce others' published results?,If yes please detail.,Have you published (or tried to publish) positive or negative replication findings?,If yes please detail.,Do you regularly write computer code as part of your work?,What practicalities make published results difficult to reproduce? [Access to data],What practicalities make published results difficult to reproduce? [Access to software],What practicalities make published results difficult to reproduce? [Assess to code],What practicalities make published results difficult to reproduce? [Access to journals],What practicalities make published results difficult to reproduce? [Journal standards],What practicalities make published results difficult to reproduce? [Lack of funding for reproducibility studies],What practicalities make published results difficult to reproduce? [Methods undocumented],What practicalities make published results difficult to reproduce? [Confidentiality/copyright issues],Please specify any other factors you think are important?,What factors contribute to irreproducible publications? [Reporting bias],What factors contribute to irreproducible publications? [Poor methodology],What factors contribute to irreproducible publications? [Questionable statistical validity],What factors contribute to irreproducible publications? [Poor/inadequate analysis],What factors contribute to irreproducible publications? [Poor project/experimental design],What factors contribute to irreproducible publications? [Inadequate peer review],What factors contribute to irreproducible publications? [Pressure to publish],What factors contribute to irreproducible publications? [Insufficient mentoring/supervision],What factors contribute to irreproducible publications? [Fraud],Please specify any other factors you think are important?,How could reproducibility be improved by authors? [Publish derived data (e.g. seismic horizons)],How could reproducibility be improved by authors? [Clearer separation of raw data from interpretation],How could reproducibility be improved by authors? [Detailed methods explanation],How could reproducibility be improved by authors? [More robust project/experimental design],How could reproducibility be improved by authors? [Increased statistical understanding],How could reproducibility be improved by authors? [Better teaching and mentoring],How could reproducibility be improved by authors? [Increased collaboration between research groups],How could reproducibility be improved by authors? [Pre-registration of hypotheses to third party (e.g. journal or external researcher)],Please specify any other factors you think are important?,"How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives to publish reproduction studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Increased journal standards]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Modified journal correction process]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives for replication studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Pre-registration of hypotheses to journal]",Please specify any other factors you think are important?
2020/06/05 1:28:36 PM GMT+1,Geophysics;Imaging Science ,Academia,"Research, Teaching and Communication;Oil & Gas;Renewable Energy;Natural Hazards & Risk;Medical imaging",Doctoral (PhD),15-20,Yes (sometimes),Yes (regularly),Yes (major),3,Yes,"Having changed jobs more than once, within industry and then to academia. I had to rebuild tools/examples, from memory - not from any type of repository. Note that changing industry jobs does not allow one to take any code/data along ",Yes,Many times. Most from publications only - some from open code/benchmarks. ,Yes,"We tried - unsuccessfully - to publish attempts of reproducing a particular paper that failed not only at repeating the results with parameters as described in the article, as well as with our attempts to try and figure out what was not 'said'. ",Yes,Often,Often,Often,Sometimes,Often,Often,Often,Often,"Culture--people do want to be the only ones who 'own' a technique or method. And I mean outside a commercial environment. Many will not admit to this, but it is a thing. ",Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,,Maybe,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Incentives by employers, both academic and industrial, would go a long way. Also, dedicated financial support, eg renewable proposal calls for reproducibilty support, would make a world of difference. "
2020/06/05 1:35:05 PM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,0-5,Yes (sometimes),Yes (regularly),Yes (minor),6,No,,Yes,Using online database and supplementary material of published research papers,No,,No,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,"Computer Skills, e.g. not everyone is comfortable with coding.",Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,,Yes,Yes,Yes,Maybe,Yes,Yes,Maybe,Yes,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/05 2:12:05 PM GMT+1,Geophysics;Geology & Geophysics,Academia,Oil & Gas,Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Yes (minor),8,No,,No,,No,,Yes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,
2020/06/05 3:33:22 PM GMT+1,Geology & Geophysics,Industry,Mining & Quarrying,Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Yes (minor),9,Yes,I regularly re-interpret geophysical data as a check on the robustness and repeatability of interpretive algorithms.,Yes,"Likewise, using their stated algorithms (as well as ours) as a test of robustness and repeatability.",No,,Yes,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,The lack of tabulated (as opposed to illustrated) data is a large factor that acts to confound efforts to repeat published results.,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,"Pressure to publish is answered as 'rarely', but on the other hand, in industry we often are bound by deadlines for statutory reporting.",Yes,Maybe,Yes,Yes,Yes,Maybe,No,No,,Maybe,Maybe,No,Maybe,No,
2020/06/05 3:34:29 PM GMT+1,Geology,"retired fro academia/industry, now work in PUS","Research, Teaching and Communication",Post-Doctoral,20+,Yes (regularly),Yes (regularly),Yes (major),7,Yes,"In the days beforeconouring packages, I used three different hand-contouring techniques to map reservoir thickness offshore Sabah.  I was shocked by the variation in the answers.  This has left me with a mistrust of contouring sytems which you have no control over and a suspicion of some of the results that are generated.",Yes,"This is not a subsurface example, but I have recalculated the means of published palaeocurrent roses and also replotted published structural data.",No,,No,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,,"With regard to the above, I do not understand the final question (Pre-registration â€¦).  I also think that all journals should have a supplementary data section so raw data can be made available",Yes,Yes,Maybe,Maybe,Maybe,
2020/06/05 3:42:10 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication",Doctoral (PhD),Oct-15,Yes (regularly),Yes (regularly),No,7,Yes,"I sometimes need to provide a one-off workflow to a research student or collaborator, based on one I have devised previously and published on.  Usually, my first step is to get my previous code working and assemble the dataset I used.  This isn't usually very difficult, so long as the build process is clear and the data in the study are still available.  (They may not be for commercial reasons, say, but my data is generally open access after some time.)  The key is to document any steps in clear documentation or code where they were not made explicit in publications.  This is best done by including a single script which does the entire analysis on the data at hand and makes the figures and tables.  This is often not possible with large datasets, in which case a pseudo-script can be written where the large-data or -compute parts are labelled as such and pointers are left to the scripts and data elsewhere (e.g., on HPC machines).  In this case, it's important to have local copies of those scripts, but as I'm a bit paranoid about data loss, this is part of my routine in any case.

I may be atypical, but doing something like this is what I try to drill in to my students.  A lab book can be very useful too (and I pretty much insist on them), but frequently it takes too long for another person to follow a notebookâ€”say if someone quickly leaves for another careerâ€”for them to be useful.",Yes,"Frequently when implementing a new (to me) process or calculation, I compare my implementation with the figures/numbers in the paper.  I would say for me (global geophysics and microseismology), it is rare that I find major issues in replicating the original authors' results that aren't my own errors.  Occasionally there is a step missing in the writeup of it which requires you to make an imaginative leap yourself, and I guess this is where improvements could be best made.",No,,Yes,Often,Sometimes,Sometimes,Rarely,Sometimes,,Often,Sometimes,"In my own experience, it has been some detail lacking in the paper.  In the microseismic world, data is often proprietary and it would require a wholesale change in oil companies' and their service contractors' approach to data sharing for that to change, which I frankly think could only come from governments.  All data I acquire is obliged to be put on public repositories, and that's as it should be.",,,,,,Sometimes,,Sometimes,,,Yes,,Maybe,,,Maybe,,No,,,Maybe,Maybe,,,
2020/06/05 4:11:15 PM GMT+1,Geology & Geophysics,Consulting,"Research, Teaching and Communication;Mining & Quarrying;Oil & Gas;Renewable Energy;Engineering Geology;Environmental Geology and Contaminated Land;Hydrogeology;Natural Hazards & Risk",Post-Doctoral,20+,Yes (regularly),Yes (regularly),Yes (major),4,Yes,Confidential,No,,Yes,Prefer not to discuss,Yes,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,Politics within the community,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/05 4:29:44 PM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas;Natural Hazards & Risk",Post-Doctoral,Oct-15,Yes (regularly),Yes (regularly),Yes (major),5,Yes,"IT occured to me in different context , with the scope to re analyze dataset and therefore test the interpretation of subsurface data (seismic data, image processed data, well data and their interpretation) for and different purposes.  It occurred to me during the construction of an IODP proposal or within an industry consultancy where blind test were performed against certain logically proposed prediction grounded on an interpretation, forcing me to rethink the all intepretation process. The reason are different: because different ideas came back to me or different input from colleagues ,reviewers from industry and academia that did cross my work. I think it should be the correct attitude: to test assumptions, to make clear the logical workflow that driven us to produce a certain interpretation (image processed or and interpretation of processed data), make sure it is clearly exposed and can be tested, and then to question.The assumption are often multiple:.they can derive from assuming the seismic or well data as good data although they can derive from assuming certain interpretation instead of other. The point is that those assumptions and the derived hypothesis should be questioned as far as the dataset allow us to do that. And often the dataset cannot be released in a format that allow us the full access to the community . On the other side we need to accept the scientific approach is constrained to limits and uncertainty and biases which are intrisic to every scientific dataset. Beyond certain resolution or certain details they can t be tested..but this need to be stated and acknowledged upfront in any paper. I don t see a real issue with that : this is what make science more prone to evolve: fine tuning methodology,  datasets, testing hypothesis and questioning assumption. Different opinions grounded on a scientific  method,  are the seed of the science,  as far as i can get somehow access to the dataset.",Yes,"Often when i do start my research or interpretation, I do revise literature and that nmay imply revising proposed interpretation on the given dataset or literally reinterpreting published dataset . That is possible when the seismic data, well log or maps are released in a clear and transparent manner,, when the source of data and processing techniques used are specified. Which is one of the main issues often when reading paper or publications. Confidentiality partly kill our confidence on those dato ability to check with the correct software. Although in any science, reviewing process can't get through the all process: it is like asking to particle physics to rerun collision experiment or to a reviewer to re run  reprocessing of data. There is a certain level of trust that is required. Soon or later other people will re acquire or reprocess in the same area or same data and therefore results will be fully tested in a way or in another. The point is that data published need to be released in some usable or good quality format and methodology , techniques and the interpretation workflow process need to be explained, and therefore the logical steps should be reproducible. i am aware this is very often still not possibleâ€¦..",No,,Yes,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Often,Often,The problem to me is the difficulty to unravel details about interpretation or processing tool that derived from industry software. we know most of the image processing or processing algorithm used out of the industry software do work and can be in part tested (apply the tool to a well know dataset which we know the results of) but the details of the code or algorithm that have been modified to produce the new tool cannot be fully accessed. This is a pain and therefore has obliged me to reduce the use of attributes unless i could touch or test the  entire algorithm.,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,I believe there are limits which are intrisic to the structure of certain journal or paper: you don t have enough space  to fully explain the methodology or discuss the limits in the methodology. therefore or you split the discussion across  different publication or you are forced to omit the details and create supplementary material which should be reviewed as well.,Yes,Yes,Yes,Maybe,Maybe,Maybe,Yes,Maybe,"I believe that for several topics the statistical analysis may not necessarily improve the approach, or scientific validity or explanation. Certain structure or depositional features observed are unique ..therefore require a solid and logical explanation grounded on different hypothesis on the process which may have triggered their development but cannot be tested statistically. As they are unique within their geological or regional context . Maybe certain structural or depositional features which contribute to the process characterization may be statistically analyzed but the statistical approach may often be a simple formal approach which does not constitute the core of the proof of understanding of the  process. Finally:  Forcing the authors to upload the dataset in a re-usable shape to be tested by the scientific community. If the data results and interpretation are publishable then  the industry dataset should be released publicly. But it is not matter of the sole industry: research center which acquire seismic or well often do not release the data the data to the scientific community after their publication  should be challenged . Often getting the first access to certain dataset and first right of publication  is not a proof of the good quality of the research.",,Yes,Yes,Maybe,Maybe,
2020/06/05 5:22:48 PM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,20+,Yes (regularly),Yes (sometimes),Yes (major),7,No,,Yes,working on a site with published results in the 1950s and an unpublished PhD in the 1980s - hard to replicate the methods as equipment has changed (borehole sampling).,No,,No,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,"Often, esp for near-surface work or where erosion is active, the site has been destroyed or disturbed since the original work.  Often, the replication has to be done through logic and inference.",Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,"The questions imply the original work may have been at fault, perhaps.  Old research (esp. field-based) may be very high quality, but hard to replicate (e.g. trying to check work from 100 years ago when the original records are lost).  Sometimes, processes and features are rare so difficult to find data that replicate.",Yes;Maybe,Yes,Yes,Maybe,Maybe,Maybe,Maybe,No,,Yes,Maybe,Maybe,Maybe,No,
2020/06/05 5:34:28 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas",Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Yes (minor),5,No,,Yes,Could not reproduce results in a previous publication on the Ethiopia mantle transition zone for my 2011 paper. Used the data and method stated exactly but completely different result.,No,,Yes,Often,Often,Often,Sometimes,Rarely,Often,Sometimes,Sometimes,Biases in terms of choice of 'best' model - and presenting no alternatives. ,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,,Yes,Yes,Maybe,Maybe,Yes,Maybe,Yes,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,Possibly could use recommended or standardised colour scales for plotting things like tomography or seismic data.
2020/06/05 5:40:01 PM GMT+1,Geology & Geophysics,Academia;Industry,"Research, Teaching and Communication;Oil & Gas",Post-Doctoral,20+,Yes (sometimes),Yes (regularly),No,5,Yes,"Subsurface geological literature. A lot is confidential data. For some areas  the full data seismic data sets available. New Zealand, Australia, parts of Europe yes. Working in companies one often gets old data sets, make an interpretation, then get new seismic data, and re-interpret the data or a colleague does, then the data gets reprocessed, and another interpretation is done, then some wells are drilled, and they are incorporated into the interpretation. So yes there is a lot of iteration and updating. Academically I have had the opportunity to re-interpret data I have published (I published the Amoco Kenya data from the late 1980's in an AAPG book in 1999), then consulted for Tullow in 2013, and they had reprocessed the old data (as well as acquiring new data) - it was very interesting to see how my old results compared with the data 20+ years on. I have a PhD student working on 3D data that I first interpreted in PTTEP 10 years ago. So there are different ways in which my results get re-appraised later. ",Yes,"Yes, most notably LaKe Tanganyika, where Bruce Rosendahl's group interpreted project Probe seismic data (regarding transfer zones one way). I had access to their data (company subscription to the project) disagreed with their published interpretation and published an alternative interpretation. Then subsequently Jean-Jacques Tiercelin acquired some new infill seismic data on the lake, and published an updated version - fortunately it supported my version. ",Yes,"The Late Tanganyika example. I am co-author of an article that is in review now, which disagrees with the interpretation of a previous study on the origin of some shallow features in the South China Sea. ",No,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Often,"The main issue with subsurface data is that the full seismic data set or well data is unavailable, due to confidentiality reasons. Due to the effort and expense, I can see why research institutions might also want maintain control over distribution of their data.   I do think it is reasonable to expect that the data is made available, and I don't like the idea of journals trying to make data availability a condition of publishing. I am just grateful when the data is available.",Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely, ,Maybe,Yes,Yes,No,No,No,Maybe,No,,No,No,,Maybe,No,"Key issue is the nature of the data. If you publish from open source data like the New Zealand Government it is easy to go in and check the data in the pubication against the  published data. The opposite case is where many people may have worked for months or years on confidential data in an oil company, internally the data has be extensively cross-checked and interpreted, but when it comes to publication you can only publish a fragment of the data, and have to keep locations confidential etc. The data is still valuable, and it is the only way it will see the light of day, and benefit the understanding of the geological community. But it won't be reproducible. I think allowances have to be made for this in Earth Sciences. This works at the moment, but I only see societies getting in the way if you allow a bureaucracy more power, and 'increased standards'.Most often it is the sheer scale of the subsurface data. You are not going to place a 3D seismic data cube in an archive for people to access (confidentiality, cost of the data, download time, archive space). So how can you expect open access reproducibility. If it is company data you are not going to invite an outsider into the office for a few months to interpret the data. So while I understand  the reasons for pushing for reproducibility, I think the degree to which it can be done across Earth Science publications is highly variable, and there is a danger Industry data could get excluded if standards are too rigidly enforced. "
